資料版本,資料更新日期,來源查核日期,新北市地區名,民國年度,年齡層,性別,資料主題,指標名稱,分類維度,分類名稱,數值,下限,上限,單位,同類排名,同類項目數,同類分位帶,可比較年度數,時間排名,歷史位置,可得年度平均,與可得年度平均差值,與可得年度平均差率_百分比,前一年數值,與前一年差值,與前一年變化率_百分比,資料身分,計算方法,來源代號,來源網址,可用性狀態,限制說明,政策分析可用性,政策分析限制
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,運輸及倉儲業,4.703077,4.703077,7.272059,千人,7,19,中間60%,5,4,低於可得年度平均,5.902477,'-1.1994,'-20.320282,7.237016,'-2.533939,'-35.013588,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,運輸及倉儲業,4.053915,4.053915,6.503299,%,7,19,中間60%,5,4,低於可得年度平均,5.093952,'-1.040037,'-20.417098,6.443726,'-2.389811,'-37.087409,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,住宿及餐飲業,9.324168,8.32598,9.324168,千人,4,19,前20%,5,5,可得年度最低,11.51506,'-2.190892,'-19.026316,11.237911,'-1.913743,'-17.029348,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,住宿及餐飲業,8.037161,7.445806,8.037161,%,4,19,前20%,5,5,可得年度最低,9.963263,'-1.926102,'-19.332038,10.006061,'-1.9689,'-19.677074,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,資訊及通訊傳播業,8.927201,7.061275,8.927201,千人,5,19,中間60%,5,1,可得年度最高,8.507702,0.419499,4.930814,8.770061,0.15714,1.791778,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,資訊及通訊傳播業,7.694987,6.314797,7.694987,%,5,19,中間60%,5,2,接近可得年度平均,7.367412,0.327575,4.44627,7.808725,'-0.113738,'-1.45655,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,金融及保險業,5.820707,5.480392,5.820707,千人,6,19,中間60%,5,2,高於可得年度平均,5.449247,0.37146,6.816729,4.264481,1.556226,36.492741,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,金融及保險業,5.01728,4.901037,5.01728,%,6,19,中間60%,5,1,可得年度最高,4.706136,0.311144,6.611445,3.797027,1.220253,32.137064,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,不動產業,1.331108,1.264706,1.331108,千人,15,19,中間60%,5,3,低於可得年度平均,1.405203,'-0.074095,'-5.272904,0.899087,0.432021,48.051078,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,不動產業,1.147376,1.131008,1.147376,%,15,19,中間60%,5,3,接近可得年度平均,1.215468,'-0.068092,'-5.602122,0.800533,0.346843,43.326509,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,專業、科學及技術服務業,2.352487,2.352487,4.426471,千人,13,19,中間60%,5,5,可得年度最低,4.245896,'-1.893409,'-44.593865,6.00009,'-3.647603,'-60.792471,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,專業、科學及技術服務業,2.027776,2.027776,3.95853,%,13,19,中間60%,5,5,可得年度最低,3.687853,'-1.660077,'-45.014731,5.342387,'-3.314611,'-62.043633,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,支援服務業,3.031316,3.031316,3.267157,千人,11,19,中間60%,5,4,低於可得年度平均,3.338807,'-0.307491,'-9.209601,3.360184,'-0.328868,'-9.787202,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,支援服務業,2.612906,2.612906,2.921772,%,11,19,中間60%,5,4,接近可得年度平均,2.887018,'-0.274112,'-9.494647,2.991856,'-0.37895,'-12.666051,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,公共行政及國防；強制性社會安全,3.215104,3.056373,3.215104,千人,9,19,中間60%,5,3,低於可得年度平均,3.395948,'-0.180844,'-5.325282,3.045587,0.169517,5.565988,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,公共行政及國防；強制性社會安全,2.771326,2.73327,2.771326,%,9,19,中間60%,5,3,接近可得年度平均,2.941095,'-0.169769,'-5.772299,2.711743,0.059583,2.197221,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,教育服務業,3.074398,2.634804,3.074398,千人,10,19,中間60%,5,4,低於可得年度平均,3.216508,'-0.14211,'-4.418134,3.34637,'-0.271972,'-8.127374,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,教育服務業,2.650041,2.356268,2.650041,%,10,19,中間60%,5,4,接近可得年度平均,2.786253,'-0.136212,'-4.88873,2.979556,'-0.329515,'-11.059198,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,醫療保健及社會工作服務業,2.783197,2.213235,2.783197,千人,12,19,中間60%,5,1,可得年度最高,1.835392,0.947805,51.640484,1.70518,1.078017,63.220129,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,醫療保健及社會工作服務業,2.399035,1.979265,2.399035,%,12,19,中間60%,5,1,可得年度最高,1.596759,0.802276,50.244044,1.518266,0.880769,58.011508,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,藝術、娛樂及休閒服務業,2.08211,1.686275,2.08211,千人,14,19,中間60%,5,2,高於可得年度平均,1.815909,0.266201,14.659393,1.442411,0.639699,44.349287,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,藝術、娛樂及休閒服務業,1.794718,1.508011,1.794718,%,14,19,中間60%,5,2,接近可得年度平均,1.562077,0.232641,14.893026,1.2843,0.510418,39.742895,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,就業人數,行業,其他服務業,4.50227,3.89951,4.50227,千人,8,19,中間60%,5,5,可得年度最低,5.713949,'-1.211679,'-21.205638,5.796896,'-1.294626,'-22.33309,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,男,居住於新北市青年就業者行業,行業占就業者比率,行業,其他服務業,3.880825,3.487276,3.880825,%,8,19,中間60%,5,5,可得年度最低,4.944877,'-1.064052,'-21.51827,5.161465,'-1.28064,'-24.81156,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,農、林、漁、牧業,0,0,0,千人,18,19,後20%,5,3,可得年度最低,0.035065,'-0.035065,'-100,0.092933,'-0.092933,'-100,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,農、林、漁、牧業,0,0,0,%,18,19,後20%,5,3,可得年度最低,0.031762,'-0.031762,'-100,0.087107,'-0.087107,'-100,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,礦業及土石採取業,0,0,0,千人,18,19,後20%,5,1,可得年度持平,0,0,,0,0,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,礦業及土石採取業,0,0,0,%,18,19,後20%,5,1,可得年度持平,0,0,,0,0,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,製造業,9.470623,9.470623,19.919118,千人,3,19,前20%,5,5,可得年度最低,17.066744,'-7.596121,'-44.508321,16.637612,'-7.166989,'-43.077029,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,製造業,9.567562,9.567562,19.305414,%,3,19,前20%,5,5,可得年度最低,15.33679,'-5.769228,'-37.616921,15.594503,'-6.026941,'-38.647856,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,電力及燃氣供應業,0.161394,0.105392,0.161394,千人,17,19,後20%,5,2,高於可得年度平均,0.066219,0.095175,143.728367,0,0.161394,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,電力及燃氣供應業,0.163046,0.102145,0.163046,%,17,19,後20%,5,1,可得年度最高,0.062145,0.100901,162.363827,0,0.163046,,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,用水供應及污染整治業,0.217335,0.210784,0.217335,千人,16,19,後20%,5,2,高於可得年度平均,0.178443,0.038892,21.795059,0.31408,'-0.096745,'-30.802662,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,用水供應及污染整治業,0.21956,0.20429,0.21956,%,16,19,後20%,5,2,接近可得年度平均,0.164783,0.054777,33.241738,0.294389,'-0.074829,'-25.418409,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,就業人數,行業,營建工程業,2.723202,2.529412,2.723202,千人,12,19,中間60%,5,1,可得年度最高,1.990385,0.732817,36.817866,1.700704,1.022498,60.122044,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,114,25–29歲,女,居住於新北市青年就業者行業,行業占就業者比率,行業,營建工程業,2.751076,2.451481,2.751076,%,12,19,中間60%,5,1,可得年度最高,1.830962,0.920114,50.253004,1.594077,1.156999,72.581124,官方調查寬年齡帶與青年就業母數雙重錨定之模型估計值,上下半年平均＋PCLM初始輪廓＋IPF校準官方性別×行業×寬年齡邊際及青年分析層就業母數,DGBAS-NTPC-INDUSTRY-PCLM-IPF,https://www.stat.gov.tw/News_Content.aspx?n=4001&s=236078,可發布,居住地口徑；行業不是職業，也不是工作地,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
