資料版本,資料更新日期,來源查核日期,新北市地區名,民國年度,年齡層,性別,資料主題,指標名稱,分類維度,分類名稱,數值,下限,上限,單位,同類排名,同類項目數,同類分位帶,可比較年度數,時間排名,歷史位置,可得年度平均,與可得年度平均差值,與可得年度平均差率_百分比,前一年數值,與前一年差值,與前一年變化率_百分比,資料身分,計算方法,來源代號,來源網址,可用性狀態,限制說明,政策分析可用性,政策分析限制
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,女,教育程度,教育程度占比,教育程度,研究所,5.18885,5.18885,5.272175,%,4,5,中間60%,5,5,可得年度最低,5.519476,'-0.330626,'-5.99017,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,女,教育程度,教育程度占比,教育程度,國中及以下,10.330676,10.330676,11.995044,%,3,5,中間60%,5,1,可得年度最高,9.828966,0.50171,5.104401,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,女,教育程度,教育程度占比,教育程度,高中職,30.284703,28.752736,30.284703,%,2,5,中間60%,5,1,可得年度最高,29.067921,1.216782,4.185997,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,女,教育程度,教育程度占比,教育程度,大學,49.961841,49.574685,49.961841,%,1,5,前20%,5,5,可得年度最低,51.83229,'-1.870449,'-3.608655,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,女,婚姻狀態,婚姻狀態占比,婚姻狀態,離婚或終止結婚,2.736211,2.736211,2.887539,%,3,4,中間60%,5,5,可得年度最低,2.8598,'-0.123589,'-4.321589,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,女,婚姻狀態,婚姻狀態占比,婚姻狀態,有偶,20.438181,20.438181,20.818557,%,2,4,中間60%,5,2,高於可得年度平均,19.795384,0.642797,3.247209,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,女,婚姻狀態,婚姻狀態占比,婚姻狀態,未婚,76.774632,76.226388,76.774632,%,1,4,前20%,5,4,低於可得年度平均,77.295208,'-0.520576,'-0.673491,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,女,婚姻狀態,婚姻狀態占比,婚姻狀態,喪偶,0.050976,0.050976,0.067516,%,4,4,後20%,5,1,可得年度最高,0.049608,0.001368,2.757205,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,戶籍人口,戶籍人口數,,,472483,,,人,,,,5,1,可得年度最高,456520.4,15962.6,3.49658,,,,官方行政精確值,單一年齡戶籍人口直接加總,MOI-POP1Y,https://data.gov.tw/dataset/77132,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,戶籍人口,占該地區同年齡性別戶籍人口比率,,,24.139073,,,%,,,,5,1,可得年度最高,23.300905,0.838168,3.597148,,,,官方行政精確值直接計算,青年戶籍人口÷該地區同年度同性別戶籍人口×100,MOI-POP1Y,https://data.gov.tw/dataset/77132,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,戶籍人口,戶籍人口密度,,,230.190931,,,人/平方公里,,,,5,1,可得年度最高,222.414047,7.776884,3.49658,,,,官方行政精確值直接計算,戶籍人口數÷官方土地面積,MOI-POP1Y+NTPC-AREA,https://data.gov.tw/dataset/77132；https://data.ntpc.gov.tw/datasets/13f881c7-53c4-4f8c-b693-816584562666,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,男女結構,性別占比,,,51.731055,,,%,,,,5,5,可得年度最低,51.840152,'-0.109097,'-0.210449,,,,官方行政精確值直接計算,該性別人口÷男女合計人口×100,MOI-POP1Y,https://data.gov.tw/dataset/77132,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,教育程度,教育程度占比,教育程度,專科,2.714936,2.714936,2.84092,%,5,5,後20%,5,1,可得年度最高,2.368866,0.34607,14.6091,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,教育程度,教育程度占比,教育程度,研究所,7.89689,7.89689,7.998368,%,4,5,中間60%,5,4,接近可得年度平均,8.012189,'-0.115299,'-1.439045,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,教育程度,教育程度占比,教育程度,國中及以下,12.949184,12.949184,14.882443,%,3,5,中間60%,5,1,可得年度最高,12.639012,0.310172,2.454087,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,教育程度,教育程度占比,教育程度,高中職,36.084133,34.285389,36.084133,%,2,5,中間60%,5,1,可得年度最高,34.886015,1.198118,3.434379,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,教育程度,教育程度占比,教育程度,大學,40.354857,39.992879,40.354857,%,1,5,前20%,5,5,可得年度最低,42.093918,'-1.739061,'-4.131384,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,婚姻狀態,婚姻狀態占比,婚姻狀態,離婚或終止結婚,1.758202,1.758202,1.865584,%,3,4,中間60%,5,5,可得年度最低,1.878286,'-0.120084,'-6.393266,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,婚姻狀態,婚姻狀態占比,婚姻狀態,有偶,13.523779,13.523779,13.9436,%,2,4,中間60%,5,3,接近可得年度平均,13.548846,'-0.025067,'-0.185015,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,婚姻狀態,婚姻狀態占比,婚姻狀態,未婚,84.70694,84.177157,84.70694,%,1,4,前20%,5,2,接近可得年度平均,84.559402,0.147538,0.174479,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,18–35歲,男,婚姻狀態,婚姻狀態占比,婚姻狀態,喪偶,0.011078,0.011078,0.013659,%,4,4,後20%,5,5,可得年度最低,0.013465,'-0.002387,'-17.728664,,,,官方行政邊際推估值,全市PCLM種子加行政區IPF邊際校準,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,戶籍人口,戶籍人口數,,,271637,,,人,,,,5,1,可得年度最高,260819,10818,4.147704,,,,官方行政精確值,單一年齡戶籍人口直接加總,MOI-POP1Y,https://data.gov.tw/dataset/77132,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,戶籍人口,占該地區同年齡性別戶籍人口比率,,,6.777179,,,%,,,,5,1,可得年度最高,6.477437,0.299742,4.627478,,,,官方行政精確值直接計算,青年戶籍人口÷該地區同年度同性別戶籍人口×100,MOI-POP1Y,https://data.gov.tw/dataset/77132,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,戶籍人口,戶籍人口密度,,,132.339945,,,人/平方公里,,,,5,1,可得年度最高,127.069479,5.270466,4.147704,,,,官方行政精確值直接計算,戶籍人口數÷官方土地面積,MOI-POP1Y+NTPC-AREA,https://data.gov.tw/dataset/77132；https://data.ntpc.gov.tw/datasets/13f881c7-53c4-4f8c-b693-816584562666,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,教育程度,教育程度占比,教育程度,專科,2.900194,2.900194,2.900194,%,5,5,後20%,5,1,可得年度最高,2.819954,0.08024,2.845436,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,教育程度,教育程度占比,教育程度,研究所,8.100885,8.100885,8.100885,%,3,5,中間60%,5,3,接近可得年度平均,8.308375,'-0.20749,'-2.497362,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,教育程度,教育程度占比,教育程度,國中及以下,6.848478,6.848478,6.848478,%,4,5,中間60%,5,2,接近可得年度平均,6.827347,0.021131,0.309508,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,教育程度,教育程度占比,教育程度,高中職,22.439506,22.439506,22.439506,%,2,5,中間60%,5,1,可得年度最高,21.932756,0.50675,2.310473,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,教育程度,教育程度占比,教育程度,大學,59.710938,59.710938,59.710938,%,1,5,前20%,5,5,可得年度最低,60.111568,'-0.40063,'-0.666478,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-EDU,https://data.gov.tw/dataset/117988,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,婚姻狀態,婚姻狀態占比,婚姻狀態,離婚或終止結婚,1.933831,1.933831,1.933831,%,3,4,中間60%,5,5,可得年度最低,2.010813,'-0.076982,'-3.828402,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,婚姻狀態,婚姻狀態占比,婚姻狀態,有偶,11.926578,11.926578,11.926578,%,2,4,中間60%,5,1,可得年度最高,11.282518,0.64406,5.708477,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,婚姻狀態,婚姻狀態占比,婚姻狀態,未婚,86.12192,86.12192,86.12192,%,1,4,前20%,5,4,低於可得年度平均,86.688369,'-0.566449,'-0.653431,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,合計,婚姻狀態,婚姻狀態占比,婚姻狀態,喪偶,0.017671,0.017671,0.017671,%,4,4,後20%,5,4,接近可得年度平均,0.0183,'-0.000629,'-3.436103,,,,官方行政精確值,官方五歲年齡帶直接加總,MOI-MARITAL,https://data.gov.tw/dataset/117986,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,戶籍人口,戶籍人口數,,,130759,,,人,,,,5,1,可得年度最高,125808,4951,3.935362,,,,官方行政精確值,單一年齡戶籍人口直接加總,MOI-POP1Y,https://data.gov.tw/dataset/77132,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
G6-POLICY-RANKING-2.1,2026-09-07T07:37:07.230Z,2026-09-07,新北市,110,25–29歲,女,戶籍人口,占該地區同年齡性別戶籍人口比率,,,6.376074,,,%,,,,5,1,可得年度最高,6.085352,0.290722,4.777406,,,,官方行政精確值直接計算,青年戶籍人口÷該地區同年度同性別戶籍人口×100,MOI-POP1Y,https://data.gov.tw/dataset/77132,可發布,,可做描述、趨勢、相對位置與政策問題初篩,不得由描述性關聯宣稱因果、政策效果或直接核定資源
